Rk,Player,STSnp,Day,G#,Week,Date,Age,Team,,Opp,Result,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
181,MyCole Pruitt,10,Sun,16,17,2023-01-01,30-283,ATL,,ARI,W 20-19,40,64.5,0,0.0,10,40.0,TE,PruiMy00
182,Michael Burton,16,Sun,8,9,2022-11-06,30-278,KAN,,TEN,W 20-17 (OT),5,5.0,0,0.0,16,51.6,RB,BurtMi00
183,MyCole Pruitt,8,Sat,15,16,2022-12-24,30-275,ATL,@,BAL,L 9-17,36,50.7,0,0.0,8,38.1,TE,PruiMy00
184,Keith Smith,19,Sun,17,18,2023-01-08,30-275,ATL,,TAM,W 30-17,20,29.4,0,0.0,19,67.9,WR,SmitKe03
185,Raheem Mostert,2,Sun,17,18,2023-01-08,30-274,MIA,,NYJ,W 11-6,24,36.9,0,0.0,2,9.1,RB,MostRa00
186,Richard Rodgers,3,Sun,7,7,2022-10-23,30-274,LAC,,SEA,L 23-37,12,16.9,0,0.0,3,10.3,TE,RodgRi00
187,Chris Manhertz,8,Sat,17,18,2023-01-07,30-272,JAX,,TEN,W 20-16,19,38.8,0,0.0,8,33.3,TE,ManhCh00
188,Robert Woods,4,Sat,17,18,2023-01-07,30-272,TEN,@,JAX,L 16-20,64,85.3,0,0.0,4,16.7,WR,WoodRo02
189,Jake Kumerow,11,Sun,9,10,2022-11-13,30-269,BUF,,MIN,L 30-33 (OT),8,10.7,0,0.0,11,33.3,WR,KumeJa00
190,MyCole Pruitt,6,Sun,14,15,2022-12-18,30-269,ATL,@,NOR,L 18-21,41,55.4,0,0.0,6,27.3,TE,PruiMy00
191,Keith Smith,12,Sun,16,17,2023-01-01,30-268,ATL,,ARI,W 20-19,12,19.4,0,0.0,12,48.0,WR,SmitKe03
192,Raheem Mostert,5,Sun,16,17,2023-01-01,30-267,MIA,@,NWE,L 21-23,30,42.3,0,0.0,5,18.5,RB,MostRa00
193,Chris Manhertz,7,Sun,16,17,2023-01-01,30-266,JAX,@,HOU,W 31-3,19,30.2,0,0.0,7,28.0,TE,ManhCh00
194,Michael Burton,15,Sun,7,7,2022-10-23,30-264,KAN,@,SFO,W 44-23,7,10.9,0,0.0,15,53.6,RB,BurtMi00
195,Robert Woods,3,Thu,16,17,2022-12-29,30-263,TEN,,DAL,L 13-27,48,73.8,0,0.0,3,12.0,WR,WoodRo02
196,Jake Kumerow,14,Sun,8,9,2022-11-06,30-262,BUF,@,NYJ,L 17-20,5,8.1,0,0.0,14,60.9,WR,KumeJa00
197,Eric Tomlinson,5,Sun,17,18,2023-01-08,30-261,DEN,,LAC,W 31-28,25,38.5,0,0.0,5,16.1,TE,TomlEr01
198,Raheem Mostert,7,Sun,15,16,2022-12-25,30-260,MIA,,GNB,L 20-26,26,52.0,0,0.0,7,26.9,RB,MostRa00
199,Keith Smith,11,Sat,15,16,2022-12-24,30-260,ATL,@,BAL,L 9-17,7,9.9,0,0.0,11,52.4,WR,SmitKe03
200,Robert Woods,5,Sat,15,16,2022-12-24,30-258,TEN,,HOU,L 14-19,58,95.1,0,0.0,5,20.8,WR,WoodRo02
201,Michael Burton,12,Sun,6,6,2022-10-16,30-257,KAN,,BUF,L 20-24,3,4.5,0,0.0,12,52.2,RB,BurtMi00
202,Chris Manhertz,8,Thu,15,16,2022-12-22,30-256,JAX,@,NYJ,W 19-3,31,43.1,0,0.0,8,36.4,TE,ManhCh00
203,Jake Kumerow,13,Sun,7,8,2022-10-30,30-255,BUF,,GNB,W 27-17,7,11.9,0,0.0,13,59.1,WR,KumeJa00
204,MyCole Pruitt,10,Sun,13,13,2022-12-04,30-255,ATL,,PIT,L 16-19,27,50.0,0,0.0,10,40.0,TE,PruiMy00
205,Keith Smith,14,Sun,14,15,2022-12-18,30-254,ATL,@,NOR,L 18-21,11,14.9,0,0.0,14,63.6,WR,SmitKe03
206,Eric Tomlinson,9,Sun,16,17,2023-01-01,30-254,DEN,@,KAN,L 24-27,23,32.9,0,0.0,9,31.0,TE,TomlEr01
207,Richard Rodgers,6,Sun,4,4,2022-10-02,30-253,LAC,@,HOU,W 34-24,10,14.3,0,0.0,6,20.7,TE,RodgRi00
208,Chris Manhertz,14,Sun,14,15,2022-12-18,30-252,JAX,,DAL,W 40-34 (OT),16,22.9,0,0.0,14,42.4,TE,ManhCh00
209,Raheem Mostert,4,Sat,14,15,2022-12-17,30-252,MIA,@,BUF,L 29-32,45,76.3,0,0.0,4,13.3,RB,MostRa00
210,Michael Burton,15,Mon,5,5,2022-10-10,30-251,KAN,,LVR,W 30-29,6,8.3,0,0.0,15,53.6,RB,BurtMi00
211,Jordan Akins,3,Sat,15,16,2022-12-24,30-249,HOU,@,TEN,W 19-14,37,55.2,0,0.0,3,12.5,TE,AkinJo00
212,Jerick McKinnon,8,Sat,17,18,2023-01-07,30-249,KAN,@,LVR,W 31-13,22,37.3,0,0.0,8,34.8,RB,McKiJe00
213,MyCole Pruitt,9,Sun,12,12,2022-11-27,30-248,ATL,@,WAS,L 13-19,32,56.1,0,0.0,9,37.5,TE,PruiMy00
214,Eric Tomlinson,3,Sun,15,16,2022-12-25,30-247,DEN,@,LAR,L 14-51,11,16.4,0,0.0,3,11.5,TE,TomlEr01
215,Raheem Mostert,6,Sun,13,14,2022-12-11,30-246,MIA,@,LAC,L 17-23,37,72.5,0,0.0,6,20.7,RB,MostRa00
216,Richard Rodgers,2,Sun,3,3,2022-09-25,30-246,LAC,,JAX,L 10-38,3,4.9,0,0.0,2,8.3,TE,RodgRi00
217,Chris Manhertz,10,Sun,13,14,2022-12-11,30-245,JAX,@,TEN,W 36-22,30,41.7,0,0.0,10,38.5,TE,ManhCh00
218,Robert Woods,1,Sun,13,14,2022-12-11,30-245,TEN,,JAX,L 22-36,58,86.6,0,0.0,1,3.8,WR,WoodRo02
219,Michael Burton,15,Sun,4,4,2022-10-02,30-243,KAN,@,TAM,W 41-31,7,8.8,0,0.0,15,50.0,RB,BurtMi00
220,Jerick McKinnon,12,Sun,16,17,2023-01-01,30-243,KAN,,DEN,W 27-24,29,48.3,0,0.0,12,41.4,RB,McKiJe00
221,MyCole Pruitt,10,Sun,11,11,2022-11-20,30-241,ATL,,CHI,W 27-24,31,56.4,0,0.0,10,37.0,TE,PruiMy00
222,Keith Smith,14,Sun,13,13,2022-12-04,30-240,ATL,,PIT,L 16-19,15,27.8,0,0.0,14,56.0,WR,SmitKe03
223,Raheem Mostert,8,Sun,12,13,2022-12-04,30-239,MIA,@,SFO,L 17-33,28,60.9,0,0.0,8,26.7,RB,MostRa00
224,Chris Manhertz,11,Sun,12,13,2022-12-04,30-238,JAX,@,DET,L 14-40,15,26.8,0,0.0,11,42.3,TE,ManhCh00
225,Michael Burton,12,Sun,3,3,2022-09-25,30-236,KAN,@,IND,L 17-20,5,7.9,0,0.0,12,52.2,RB,BurtMi00
226,Jerick McKinnon,8,Sat,15,16,2022-12-24,30-235,KAN,,SEA,W 24-10,25,47.2,0,0.0,8,33.3,RB,McKiJe00
227,Keith Smith,12,Sun,12,12,2022-11-27,30-233,ATL,@,WAS,L 13-19,9,15.8,0,0.0,12,50.0,WR,SmitKe03
228,Eric Tomlinson,11,Sun,13,14,2022-12-11,30-233,DEN,,KAN,L 28-34,23,31.9,0,0.0,11,34.4,TE,TomlEr01
229,Chris Manhertz,11,Sun,11,12,2022-11-27,30-231,JAX,,BAL,W 28-27,22,34.9,0,0.0,11,40.7,TE,ManhCh00
230,MyCole Pruitt,10,Thu,10,10,2022-11-10,30-231,ATL,@,CAR,L 15-25,12,19.0,0,0.0,10,34.5,TE,PruiMy00
231,Jerick McKinnon,10,Sun,14,15,2022-12-18,30-229,KAN,@,HOU,W 30-24 (OT),48,62.3,0,0.0,10,35.7,RB,McKiJe00
232,Keenan Allen,1,Sun,13,14,2022-12-11,30-228,LAC,,MIA,W 23-17,69,86.3,0,0.0,1,3.4,WR,AlleKe00
233,MyCole Pruitt,2,Sun,9,9,2022-11-06,30-227,ATL,,LAC,L 17-20,18,29.5,0,0.0,2,8.3,TE,PruiMy00
234,Michael Burton,17,Thu,2,2,2022-09-15,30-226,KAN,,LAC,W 27-24,7,12.3,0,0.0,17,53.1,RB,BurtMi00
235,Keith Smith,13,Sun,11,11,2022-11-20,30-226,ATL,,CHI,W 27-24,12,21.8,0,0.0,13,48.1,WR,SmitKe03
236,Eric Tomlinson,11,Sun,12,13,2022-12-04,30-226,DEN,@,BAL,L 9-10,27,50.9,0,0.0,11,42.3,TE,TomlEr01
237,Michael Burton,14,Sun,1,1,2022-09-11,30-222,KAN,@,ARI,W 44-21,9,12.9,0,0.0,14,51.9,RB,BurtMi00
238,Jerick McKinnon,8,Sun,13,14,2022-12-11,30-222,KAN,@,DEN,W 34-28,39,57.4,0,0.0,8,25.0,RB,McKiJe00
239,Jake Kumerow,3,Sun,3,3,2022-09-25,30-220,BUF,@,MIA,L 19-21,5,5.4,0,0.0,3,13.6,WR,KumeJa00
240,Eric Tomlinson,2,Sun,11,12,2022-11-27,30-219,DEN,@,CAR,L 10-23,9,15.0,0,0.0,2,6.7,TE,TomlEr01
241,Raheem Mostert,3,Sun,10,10,2022-11-13,30-218,MIA,,CLE,W 39-17,19,27.5,0,0.0,3,13.0,RB,MostRa00
242,Chris Manhertz,10,Sun,10,10,2022-11-13,30-217,JAX,@,KAN,L 17-27,17,26.6,0,0.0,10,38.5,TE,ManhCh00
243,Keith Smith,20,Thu,10,10,2022-11-10,30-216,ATL,@,CAR,L 15-25,6,9.5,0,0.0,20,69.0,WR,SmitKe03
244,Jordan Akins,6,Sun,10,11,2022-11-20,30-215,HOU,,WAS,L 10-23,26,46.4,0,0.0,6,22.2,TE,AkinJo00
245,Jerick McKinnon,7,Sun,12,13,2022-12-04,30-215,KAN,@,CIN,L 24-27,26,47.3,0,0.0,7,30.4,RB,McKiJe00
246,Jake Kumerow,19,Mon,2,2,2022-09-19,30-214,BUF,,TEN,W 41-7,53,77.9,0,0.0,19,70.4,WR,KumeJa00
247,Keith Smith,12,Sun,9,9,2022-11-06,30-212,ATL,,LAC,L 17-20,15,24.6,0,0.0,12,50.0,WR,SmitKe03
248,Eric Tomlinson,10,Sun,10,11,2022-11-20,30-212,DEN,,LVR,L 16-22 (OT),26,40.6,0,0.0,10,34.5,TE,TomlEr01
249,Raheem Mostert,6,Sun,9,9,2022-11-06,30-211,MIA,@,CHI,W 35-32,27,47.4,0,0.0,6,23.1,RB,MostRa00
250,Chris Manhertz,11,Sun,9,9,2022-11-06,30-210,JAX,,LVR,W 27-20,37,53.6,0,0.0,11,40.7,TE,ManhCh00
251,Robert Woods,6,Sun,8,9,2022-11-06,30-210,TEN,@,KAN,L 17-20 (OT),32,62.7,0,0.0,6,19.4,WR,WoodRo02
252,Jordan Akins,5,Sun,9,10,2022-11-13,30-208,HOU,@,NYG,L 16-24,33,51.6,0,0.0,5,16.7,TE,AkinJo00
253,Jerick McKinnon,5,Sun,11,12,2022-11-27,30-208,KAN,,LAR,W 26-10,26,34.2,0,0.0,5,20.8,RB,McKiJe00
254,Keith Smith,19,Sun,8,8,2022-10-30,30-205,ATL,,CAR,W 37-34 (OT),16,23.9,0,0.0,19,54.3,WR,SmitKe03
255,Eric Tomlinson,6,Sun,9,10,2022-11-13,30-205,DEN,@,TEN,L 10-17,21,26.3,0,0.0,6,20.7,TE,TomlEr01
256,Raheem Mostert,2,Sun,8,8,2022-10-30,30-204,MIA,@,DET,W 31-27,44,64.7,0,0.0,2,8.0,RB,MostRa00
257,Jake Kumerow,11,Thu,1,1,2022-09-08,30-203,BUF,@,LAR,W 31-10,14,23.7,0,0.0,11,57.9,WR,KumeJa00
258,Chris Manhertz,7,Sun,8,8,2022-10-30,30-203,JAX,,DEN,L 17-21,27,37.5,0,0.0,7,26.9,TE,ManhCh00
259,Robert Woods,9,Sun,7,8,2022-10-30,30-203,TEN,@,HOU,W 17-10,38,65.5,0,0.0,9,33.3,WR,WoodRo02
260,Jerick McKinnon,8,Sun,10,11,2022-11-20,30-201,KAN,@,LAC,W 30-27,34,52.3,0,0.0,8,27.6,RB,McKiJe00
261,Jordan Akins,4,Thu,8,9,2022-11-03,30-198,HOU,,PHI,L 17-29,16,26.7,0,0.0,4,17.4,TE,AkinJo00
262,Keith Smith,15,Sun,7,7,2022-10-23,30-198,ATL,@,CIN,L 17-35,14,29.8,0,0.0,15,60.0,WR,SmitKe03
263,Raheem Mostert,2,Sun,7,7,2022-10-23,30-197,MIA,,PIT,W 16-10,44,71.0,0,0.0,2,7.7,RB,MostRa00
264,Chris Manhertz,9,Sun,7,7,2022-10-23,30-196,JAX,,NYG,L 17-23,24,33.8,0,0.0,9,40.9,TE,ManhCh00
265,Robert Woods,5,Sun,6,7,2022-10-23,30-196,TEN,,IND,W 19-10,44,74.6,0,0.0,5,20.8,WR,WoodRo02
266,Jordan Akins,4,Sun,7,8,2022-10-30,30-194,HOU,,TEN,L 10-17,14,25.9,0,0.0,4,14.8,TE,AkinJo00
267,Jerick McKinnon,8,Sun,9,10,2022-11-13,30-194,KAN,,JAX,W 27-17,24,38.1,0,0.0,8,30.8,RB,McKiJe00
268,Keith Smith,16,Sun,6,6,2022-10-16,30-191,ATL,,SFO,W 28-14,28,48.3,0,0.0,16,72.7,WR,SmitKe03
269,Eric Tomlinson,1,Sun,8,8,2022-10-30,30-191,DEN,@,JAX,W 21-17,18,29.5,0,0.0,1,3.8,TE,TomlEr01
270,Raheem Mostert,4,Sun,6,6,2022-10-16,30-190,MIA,,MIN,L 16-24,48,61.5,0,0.0,4,12.9,RB,MostRa00
271,Chris Manhertz,10,Sun,6,6,2022-10-16,30-189,JAX,@,IND,L 27-34,36,57.1,0,0.0,10,40.0,TE,ManhCh00
272,Jordan Akins,1,Sun,6,7,2022-10-23,30-187,HOU,@,LVR,L 20-38,26,40.0,0,0.0,1,3.7,TE,AkinJo00
273,Jerick McKinnon,12,Sun,8,9,2022-11-06,30-187,KAN,,TEN,W 20-17 (OT),62,62.0,0,0.0,12,38.7,RB,McKiJe00
274,Keith Smith,17,Sun,5,5,2022-10-09,30-184,ATL,@,TAM,L 15-21,17,25.8,0,0.0,17,77.3,WR,SmitKe03
275,Raheem Mostert,7,Sun,5,5,2022-10-09,30-183,MIA,@,NYJ,L 17-40,46,68.7,0,0.0,7,24.1,RB,MostRa00
276,Chris Manhertz,6,Sun,5,5,2022-10-09,30-182,JAX,,HOU,L 6-13,26,34.7,0,0.0,6,28.6,TE,ManhCh00
277,Robert Woods,6,Sun,5,5,2022-10-09,30-182,TEN,@,WAS,W 21-17,54,84.4,0,0.0,6,21.4,WR,WoodRo02
278,Eric Tomlinson,4,Mon,6,6,2022-10-17,30-178,DEN,@,LAC,L 16-19 (OT),16,27.6,0,0.0,4,13.3,TE,TomlEr01
279,Keith Smith,17,Sun,4,4,2022-10-02,30-177,ATL,,CLE,W 23-20,15,27.3,0,0.0,17,65.4,WR,SmitKe03
280,Chris Manhertz,9,Sun,4,4,2022-10-02,30-175,JAX,@,PHI,L 21-29,14,29.8,0,0.0,9,37.5,TE,ManhCh00
281,Robert Woods,2,Sun,4,4,2022-10-02,30-175,TEN,@,IND,W 24-17,41,75.9,0,0.0,2,8.7,WR,WoodRo02
282,Jerick McKinnon,8,Sun,7,7,2022-10-23,30-173,KAN,@,SFO,W 44-23,28,43.8,0,0.0,8,28.6,RB,McKiJe00
283,Raheem Mostert,6,Thu,4,4,2022-09-29,30-173,MIA,@,CIN,L 15-27,46,71.9,0,0.0,6,21.4,RB,MostRa00
284,Keith Smith,15,Sun,3,3,2022-09-25,30-170,ATL,@,SEA,W 27-23,23,40.4,0,0.0,15,60.0,WR,SmitKe03
285,Raheem Mostert,4,Sun,3,3,2022-09-25,30-169,MIA,,BUF,W 21-19,24,55.8,0,0.0,4,18.2,RB,MostRa00
286,Chris Manhertz,9,Sun,3,3,2022-09-25,30-168,JAX,@,LAC,W 38-10,36,47.4,0,0.0,9,37.5,TE,ManhCh00
287,Robert Woods,5,Sun,3,3,2022-09-25,30-168,TEN,,LVR,W 24-22,42,72.4,0,0.0,5,20.8,WR,WoodRo02
288,Jordan Akins,6,Sun,4,4,2022-10-02,30-166,HOU,,LAC,L 24-34,20,35.1,0,0.0,6,20.7,TE,AkinJo00
289,Jerick McKinnon,5,Sun,6,6,2022-10-16,30-166,KAN,,BUF,L 20-24,29,43.3,0,0.0,5,21.7,RB,McKiJe00
290,Keith Smith,14,Sun,2,2,2022-09-18,30-163,ATL,@,LAR,L 27-31,15,24.6,1,1.6,14,60.9,WR,SmitKe03
291,Raheem Mostert,7,Sun,2,2,2022-09-18,30-162,MIA,@,BAL,W 42-38,39,54.9,0,0.0,7,23.3,RB,MostRa00
292,Robert Woods,1,Mon,2,2,2022-09-19,30-162,TEN,@,BUF,L 7-41,37,66.1,0,0.0,1,3.7,WR,WoodRo02
293,Chris Manhertz,5,Sun,2,2,2022-09-18,30-161,JAX,,IND,W 24-0,33,46.5,0,0.0,5,25.0,TE,ManhCh00
294,Jerick McKinnon,7,Mon,5,5,2022-10-10,30-160,KAN,,LVR,W 30-29,38,52.8,0,0.0,7,25.0,RB,McKiJe00
295,Jordan Akins,5,Sun,3,3,2022-09-25,30-159,HOU,@,CHI,L 20-23,17,28.8,0,0.0,5,17.2,TE,AkinJo00
296,Keith Smith,21,Sun,1,1,2022-09-11,30-156,ATL,,NOR,L 26-27,24,32.0,0,0.0,21,65.6,WR,SmitKe03
297,Raheem Mostert,2,Sun,1,1,2022-09-11,30-155,MIA,,NWE,W 20-7,25,41.7,0,0.0,2,10.5,RB,MostRa00
298,Kevin White,5,Sun,12,12,2022-11-27,30-155,NOR,@,SFO,L 0-13,18,31.6,0,0.0,5,29.4,WR,WhitKe00
299,Chris Manhertz,10,Sun,1,1,2022-09-11,30-154,JAX,@,WAS,L 22-28,25,35.7,0,0.0,10,41.7,TE,ManhCh00
300,Jerick McKinnon,6,Sun,4,4,2022-10-02,30-152,KAN,@,TAM,W 41-31,18,22.5,0,0.0,6,20.0,RB,McKiJe00
301,Kevin White,11,Sun,11,11,2022-11-20,30-148,NOR,,LAR,W 27-20,1,1.8,0,0.0,11,35.5,WR,WhitKe00
302,Jerick McKinnon,5,Sun,3,3,2022-09-25,30-145,KAN,@,IND,L 17-20,33,52.4,0,0.0,5,21.7,RB,McKiJe00
303,Kevin White,10,Sun,10,10,2022-11-13,30-141,NOR,@,PIT,L 10-20,31,66.0,0,0.0,10,41.7,WR,WhitKe00
304,Jerick McKinnon,6,Thu,2,2,2022-09-15,30-135,KAN,,LAC,W 27-24,27,47.4,0,0.0,6,18.8,RB,McKiJe00
305,Kevin White,14,Mon,9,9,2022-11-07,30-135,NOR,,BAL,L 13-27,18,35.3,0,0.0,14,53.8,WR,WhitKe00
306,Jerick McKinnon,5,Sun,1,1,2022-09-11,30-131,KAN,@,ARI,W 44-21,27,38.6,0,0.0,5,18.5,RB,McKiJe00
307,Kevin White,9,Sun,8,8,2022-10-30,30-127,NOR,,LVR,W 24-0,30,46.9,0,0.0,9,47.4,WR,WhitKe00
308,Kevin White,7,Thu,7,7,2022-10-20,30-117,NOR,@,ARI,L 34-42,21,29.2,0,0.0,7,21.9,WR,WhitKe00
309,Kevin White,7,Sun,6,6,2022-10-16,30-113,NOR,,CIN,L 26-30,12,16.7,0,0.0,7,24.1,WR,WhitKe00
310,Tyler Lockett,2,Sun,17,18,2023-01-08,30-102,SEA,,LAR,W 19-16 (OT),55,78.6,0,0.0,2,6.1,WR,LockTy00
311,Tyler Kroft,21,Sun,17,18,2023-01-08,30-085,SFO,,ARI,W 38-13,23,37.1,0,0.0,21,80.8,TE,KrofTy00
312,Tyler Kroft,17,Sun,16,17,2023-01-01,30-078,SFO,@,LVR,W 37-34 (OT),18,26.9,0,0.0,17,51.5,TE,KrofTy00
313,Tyler Lockett,6,Thu,14,15,2022-12-15,30-078,SEA,,SFO,L 13-21,57,89.1,0,0.0,6,21.4,WR,LockTy00
314,Chris Conley,5,Sat,17,18,2023-01-07,30-074,TEN,@,JAX,L 16-20,14,18.7,0,0.0,5,20.8,WR,ConlCh00
315,Tyler Lockett,2,Sun,13,14,2022-12-11,30-074,SEA,,CAR,L 24-30,50,92.6,0,0.0,2,7.1,WR,LockTy00
316,Tyler Kroft,13,Sat,15,16,2022-12-24,30-070,SFO,,WAS,W 37-20,20,38.5,0,0.0,13,48.1,TE,KrofTy00
317,Willie Snead,8,Sat,15,16,2022-12-24,30-068,SFO,,WAS,W 37-20,1,1.9,0,0.0,8,29.6,WR,SneaWi00
318,Tyler Lockett,2,Sun,12,13,2022-12-04,30-067,SEA,@,LAR,W 27-23,59,88.1,0,0.0,2,7.4,WR,LockTy00
319,Chris Conley,12,Thu,16,17,2022-12-29,30-065,TEN,,DAL,L 13-27,18,27.7,0,0.0,12,48.0,WR,ConlCh00
320,Derek Watt,15,Sun,17,18,2023-01-08,30-062,PIT,,CLE,W 28-14,6,8.2,0,0.0,15,68.2,FB,WattDe00
321,Tyler Kroft,3,Thu,14,15,2022-12-15,30-061,SFO,@,SEA,W 21-13,14,21.9,0,0.0,3,10.7,TE,KrofTy00
322,Chris Conley,8,Sat,15,16,2022-12-24,30-060,TEN,,HOU,L 14-19,5,8.2,0,0.0,8,33.3,WR,ConlCh00
323,Willie Snead,17,Thu,14,15,2022-12-15,30-059,SFO,@,SEA,W 21-13,3,4.7,0,0.0,17,60.7,WR,SneaWi00
324,Tyler Kroft,10,Sun,13,14,2022-12-11,30-057,SFO,,TAM,W 35-7,16,25.4,0,0.0,10,47.6,TE,KrofTy00
325,Derek Watt,13,Sun,16,17,2023-01-01,30-055,PIT,@,BAL,W 16-13,4,5.7,0,0.0,13,56.5,FB,WattDe00
326,Chris Conley,10,Sun,14,15,2022-12-18,30-054,TEN,@,LAC,L 14-17,31,50.0,0,0.0,10,37.0,WR,ConlCh00
327,Tyler Kroft,15,Sun,12,13,2022-12-04,30-050,SFO,,MIA,W 33-17,23,27.4,0,0.0,15,50.0,TE,KrofTy00
328,Chris Conley,11,Sun,13,14,2022-12-11,30-047,TEN,,JAX,L 22-36,32,47.8,0,0.0,11,42.3,WR,ConlCh00
329,Derek Watt,15,Sat,15,16,2022-12-24,30-047,PIT,,LVR,W 13-10,2,2.9,0,0.0,15,68.2,FB,WattDe00
330,Derek Watt,17,Sun,14,15,2022-12-18,30-041,PIT,@,CAR,W 24-16,9,13.2,0,0.0,17,68.0,FB,WattDe00
331,Tyler Lockett,1,Sun,9,9,2022-11-06,30-039,SEA,@,ARI,W 31-21,54,74.0,0,0.0,1,3.7,WR,LockTy00
332,Derek Watt,12,Sun,13,14,2022-12-11,30-034,PIT,,BAL,L 14-16,2,3.6,0,0.0,12,57.1,FB,WattDe00
333,Tyler Kroft,4,Sun,9,10,2022-11-13,30-029,SFO,,LAC,W 22-16,21,29.6,0,0.0,4,14.3,TE,KrofTy00
334,Alex Erickson,8,Sun,13,13,2022-12-04,30-028,WAS,@,NYG,T 20-20 (OT),0,0.0,0,0.0,8,23.5,WR,EricAl01
335,Derek Watt,16,Sun,12,13,2022-12-04,30-027,PIT,@,ATL,W 19-16,7,10.8,0,0.0,16,64.0,FB,WattDe00
336,Tyler Lockett,1,Sun,7,7,2022-10-23,30-025,SEA,@,LAC,W 37-23,46,64.8,0,0.0,1,3.4,WR,LockTy00
337,Alex Erickson,3,Sun,12,12,2022-11-27,30-021,WAS,,ATL,W 19-13,0,0.0,0,0.0,3,12.5,WR,EricAl01
338,Derek Watt,17,Mon,11,12,2022-11-28,30-021,PIT,@,IND,W 24-17,5,7.2,0,0.0,17,65.4,FB,WattDe00
339,Tyler Lockett,1,Sun,6,6,2022-10-16,30-018,SEA,,ARI,W 19-9,55,80.9,0,0.0,1,3.8,WR,LockTy00
340,Tyler Kroft,3,Sun,8,8,2022-10-30,30-015,SFO,@,LAR,W 31-14,18,34.0,0,0.0,3,12.5,TE,KrofTy00
341,Willie Snead,7,Sun,8,8,2022-10-30,30-013,SFO,@,LAR,W 31-14,21,39.6,0,0.0,7,29.2,WR,SneaWi00
342,Derek Watt,23,Sun,10,11,2022-11-20,30-013,PIT,,CIN,L 30-37,7,9.6,0,0.0,23,63.9,FB,WattDe00
343,Tyler Lockett,4,Sun,5,5,2022-10-09,30-011,SEA,@,NOR,L 32-39,50,96.2,0,0.0,4,11.8,WR,LockTy00
344,Derek Watt,15,Sun,9,10,2022-11-13,30-006,PIT,,NOR,W 20-10,6,7.1,0,0.0,15,62.5,FB,WattDe00
345,Tyler Lockett,4,Sun,4,4,2022-10-02,30-004,SEA,@,DET,W 48-45,55,78.6,0,0.0,4,12.1,WR,LockTy00
346,Willie Snead,6,Sun,6,6,2022-10-16,29-364,SFO,@,ATL,L 14-28,5,8.3,0,0.0,6,27.3,WR,SneaWi00
347,Tyler Lockett,1,Sun,3,3,2022-09-25,29-362,SEA,,ATL,L 23-27,58,81.7,0,0.0,1,4.0,WR,LockTy00
348,Tyler Higbee,1,Sun,15,16,2022-12-25,29-358,LAR,,DEN,W 51-14,59,90.8,0,0.0,1,3.8,TE,HigbTy00
349,Jarvis Landry,1,Sun,11,11,2022-11-20,29-357,NOR,,LAR,W 27-20,32,56.1,0,0.0,1,3.2,WR,LandJa00
350,Derek Watt,19,Sun,8,8,2022-10-30,29-357,PIT,@,PHI,L 13-35,3,3.9,0,0.0,19,70.4,FB,WattDe00
351,Tyler Lockett,3,Sun,2,2,2022-09-18,29-355,SEA,@,SFO,L 7-27,45,91.8,0,0.0,3,13.0,WR,LockTy00
352,C.J. Uzomah,9,Sun,16,17,2023-01-01,29-352,NYJ,@,SEA,L 6-23,39,55.7,0,0.0,9,36.0,TE,UzomC.00
353,Derek Watt,18,Sun,7,7,2022-10-23,29-350,PIT,@,MIA,L 10-16,7,9.3,0,0.0,18,69.2,FB,WattDe00
354,Davante Adams,1,Thu,13,14,2022-12-08,29-349,LVR,@,LAR,L 16-17,58,96.7,0,0.0,1,4.0,WR,AdamDa01
355,Tyler Lockett,1,Mon,1,1,2022-09-12,29-349,SEA,,DEN,W 17-16,44,80.0,0,0.0,1,5.3,WR,LockTy00
356,Stephen Anderson,18,Sun,17,18,2023-01-08,29-343,ARI,@,SFO,L 13-38,8,15.4,0,0.0,18,69.2,TE,AndeSt01
357,Derek Watt,20,Sun,6,6,2022-10-16,29-343,PIT,,TAM,W 20-18,3,4.7,0,0.0,20,71.4,FB,WattDe00
358,C.J. Uzomah,11,Thu,15,16,2022-12-22,29-342,NYJ,,JAX,L 3-19,30,50.8,0,0.0,11,50.0,TE,UzomC.00
359,Tyler Kroft,1,Sun,2,2,2022-09-18,29-338,SFO,,SEA,W 27-7,21,27.6,0,0.0,1,4.3,TE,KrofTy00
360,C.J. Uzomah,12,Sun,14,15,2022-12-18,29-338,NYJ,,DET,L 17-20,32,50.8,0,0.0,12,42.9,TE,UzomC.00
361,Derek Watt,15,Sun,5,5,2022-10-09,29-336,PIT,@,BUF,L 3-38,2,2.7,0,0.0,15,60.0,FB,WattDe00
362,Phillip Dorsett,1,Sun,12,13,2022-12-04,29-333,HOU,,CLE,L 14-27,46,70.8,0,0.0,1,3.2,WR,DorsPh00
363,Tyler Kroft,2,Sun,1,1,2022-09-11,29-331,SFO,@,CHI,L 10-19,37,54.4,0,0.0,2,8.3,TE,KrofTy00
364,C.J. Uzomah,13,Sun,13,14,2022-12-11,29-331,NYJ,@,BUF,L 12-20,34,45.9,0,0.0,13,43.3,TE,UzomC.00
365,Tyler Higbee,1,Sun,11,12,2022-11-27,29-330,LAR,@,KAN,L 10-26,32,59.3,0,0.0,1,4.2,TE,HigbTy00
